enrollment_id,lastlog-firstlog,study days,early events,mid events,late events
100768,2,3,9,0,0
100773,0,2,9,0,0
100774,0,1,2,0,0
100776,0,1,19,0,0
100778,1,2,46,0,0
100780,0,1,6,0,0
100781,0,1,0,0,0
100790,0,2,114,0,0
100797,0,1,10,0,0
100801,0,1,8,0,0
100802,0,1,1,0,0
100806,0,1,11,0,0
100807,0,2,3,0,0
100808,0,1,1,0,0
100809,0,1,6,0,0
100812,0,1,12,0,0
100813,0,1,38,0,0
100815,6,2,19,0,0
100816,0,1,2,0,0
100817,8,5,12,0,0
100820,2,2,25,0,0
100821,0,2,9,0,0
100822,0,1,0,0,0
100826,0,1,0,0,0
100828,0,1,11,0,0
100829,0,1,8,0,0
100830,0,1,8,0,0
100831,21,3,27,0,35
100836,0,1,2,0,0
100837,0,1,9,0,0
100839,0,1,2,0,0
100842,0,1,4,0,0
100845,0,1,8,0,0
100846,0,1,2,0,0
100848,0,1,0,0,0
100849,0,1,14,0,0
100850,27,5,58,0,62
100852,15,6,27,8,0
100853,0,1,7,0,0
100854,0,1,0,0,0
100864,0,1,3,0,0
100866,0,1,0,0,0
100870,0,1,0,0,0
100873,0,1,8,0,0
100880,0,1,9,0,0
100881,3,2,42,0,0
100883,6,3,15,0,0
100886,0,1,0,0,0
100887,0,1,2,0,0
100888,26,3,29,0,5
100889,0,1,11,0,0
100899,1,2,29,0,0
100904,0,1,9,0,0
100907,0,1,5,0,0
100910,29,10,75,54,44
100914,0,1,0,0,0
100918,0,1,0,0,0
100920,5,3,7,4,0
100921,0,1,0,0,0
100924,0,2,39,0,0
100925,0,2,0,31,0
100928,3,2,5,0,0
100931,0,1,0,0,0
100934,0,1,0,0,0
100937,17,2,12,4,0
100938,0,1,21,0,0
100940,0,1,5,0,0
100941,0,1,1,0,0
100944,3,2,9,0,0
100947,0,1,28,0,0
100948,0,1,0,0,0
100950,0,1,17,0,0
100952,0,1,5,0,0
100955,0,2,5,0,0
100956,0,1,2,0,0
100957,0,1,2,0,0
100958,0,1,0,0,0
100962,0,1,0,0,0
100965,0,1,6,0,0
100968,0,2,16,0,0
100970,0,1,0,0,0
100972,3,2,16,0,0
100975,0,1,4,0,0
100976,0,1,2,0,0
100977,0,1,6,0,0
100978,0,1,2,0,0
100981,1,2,1,0,0
100984,2,2,14,0,0
100985,0,1,7,0,0
100986,0,1,21,0,0
100988,0,2,4,0,0
100990,29,9,44,21,7
100991,0,1,0,0,0
100993,0,1,11,0,0
100995,24,8,6,1,1
100998,0,2,6,0,0
101004,0,1,29,0,0
101006,0,1,2,0,0
101010,0,1,0,0,0
101011,0,1,0,0,0
101013,0,1,5,0,0
101014,22,2,0,0,4
101020,0,1,6,0,0
101021,4,4,86,42,0
101024,22,5,54,32,6
101026,0,1,0,0,0
101029,3,2,5,0,0
101030,0,1,12,0,0
101034,0,1,7,0,0
101035,0,1,0,0,0
101037,0,1,0,0,0
101038,0,2,23,0,0
101039,0,1,0,0,0
101040,0,1,0,0,0
101051,0,1,0,0,0
101055,3,4,109,0,0
101056,0,1,3,0,0
101058,0,1,4,0,0
101063,14,2,7,12,0
101065,0,1,16,0,0
101066,0,1,21,0,0
101068,0,1,0,0,0
101069,0,1,0,0,0
101073,0,1,27,0,0
101078,2,2,7,0,0
101079,6,4,58,0,0
101085,0,1,30,0,0
101089,0,1,1,0,0
101099,0,1,18,0,0
101101,0,1,11,0,0
101104,0,1,0,0,0
101105,0,1,0,0,0
101107,2,2,3,0,0
101110,0,1,6,0,0
101113,0,2,17,0,0
101115,0,1,0,0,0
101120,0,1,0,0,0
101124,0,1,12,0,0
101127,0,2,11,0,0
101128,0,1,0,0,0
101129,0,1,2,0,0
101135,0,1,4,0,0
101136,3,3,14,0,0
101140,0,1,0,0,0
101148,0,1,20,0,0
101150,0,1,0,0,0
101158,0,1,0,0,0
101162,0,1,0,0,0
101164,0,1,0,0,0
101166,0,1,0,0,0
101172,0,1,0,0,0
101177,0,1,0,0,0
101194,0,1,0,0,0
101199,0,1,4,0,0
101205,0,1,0,0,0
101208,0,1,8,0,0
101217,0,1,0,0,0
101224,0,1,0,0,0
101226,0,1,0,0,0
101227,0,1,0,0,0
101229,0,1,0,0,0
101233,0,1,4,0,0
101234,1,2,103,0,0
101238,0,1,2,0,0
101242,0,1,62,0,0
101243,1,2,12,14,0
101244,21,5,36,32,2
101245,0,1,6,0,0
101246,0,2,2,0,0
101250,0,1,0,0,0
101257,1,2,0,8,0
101260,3,2,8,0,0
101264,21,3,13,0,9
101270,0,1,0,0,0
101276,0,1,2,0,0
101277,0,1,0,0,0
101278,0,1,11,0,0
101281,0,1,0,0,0
101285,0,1,0,0,0
101289,0,1,0,0,0
101290,0,1,10,0,0
101291,0,1,2,0,0
101293,0,1,7,0,0
101294,0,1,22,0,0
101297,0,1,0,0,0
101300,0,1,9,0,0
101301,13,3,2,24,0
101302,0,1,5,0,0
101303,0,1,21,0,0
101307,0,1,2,0,0
101308,0,1,14,0,0
101310,0,1,0,0,0
101311,0,1,0,0,0
101312,0,1,2,0,0
101313,0,1,2,0,0
101318,0,1,6,0,0
101323,0,1,0,0,0
101325,0,1,0,0,0
101331,0,1,0,0,0
101332,0,1,0,0,0
101338,0,1,0,0,0
101339,0,1,0,0,0
101340,0,1,19,0,0
101342,0,2,12,0,0
101344,0,1,5,0,0
101347,0,1,5,0,0
101352,0,1,0,0,0
101353,0,1,2,0,0
101354,0,1,0,0,0
101360,0,1,17,0,0
101364,0,1,5,0,0
101365,0,1,2,0,0
101366,0,1,43,0,0
101370,0,1,9,0,0
101374,3,2,0,0,0
101384,10,4,3,4,0
101385,0,1,2,0,0
101386,0,1,9,0,0
101387,0,1,8,0,0
101389,0,1,12,0,0
101393,0,1,12,0,0
101397,0,1,0,0,0
101398,0,1,3,0,0
101399,0,1,0,0,0
101400,0,1,2,0,0
101403,6,2,7,0,0
101410,1,2,6,0,0
101411,0,1,0,0,0
101412,0,1,6,0,0
101419,0,1,0,0,0
101420,0,1,11,0,0
101421,0,1,0,0,0
101428,0,1,2,0,0
101433,22,2,7,0,1
101439,0,1,3,0,0
101442,0,1,1,0,0
101444,0,1,18,0,0
101447,0,1,2,0,0
101449,0,1,0,0,0
101450,0,1,0,0,0
101451,0,1,4,0,0
101455,8,4,0,0,30
101456,0,1,0,0,4
101461,0,1,0,0,0
101464,0,1,0,0,2
101465,0,1,0,0,7
101467,0,1,0,0,3
101469,18,2,0,0,7
101474,0,1,0,0,6
101484,0,1,0,0,0
101486,27,3,0,0,37
101489,0,1,0,0,0
101490,0,1,0,0,2
101493,23,13,0,0,34
101494,26,6,0,0,36
101495,0,1,0,0,15
101496,0,1,0,0,14
101497,20,8,0,0,14
101498,0,1,0,0,0
101504,19,4,0,0,1
101505,1,2,0,0,22
101506,0,1,0,0,0
101508,0,1,0,0,0
101512,14,3,0,28,1
101515,19,6,0,0,7
101516,9,2,0,111,21
101517,0,2,0,0,5
101518,23,2,4,0,0
101520,11,2,0,0,72
101523,9,2,0,0,7
101527,0,1,0,0,0
101535,24,7,0,0,8
101545,0,1,0,0,1
101554,22,5,0,0,29
101557,5,2,0,0,0
101563,0,1,0,0,3
101566,0,1,0,0,0
101567,0,1,0,0,3
101570,0,1,0,0,0
101574,23,3,0,0,2
101578,14,5,0,0,54
101579,0,1,0,0,6
101581,0,1,0,0,0
101582,0,1,0,0,2
101586,0,1,0,0,6
101590,23,4,0,0,5
101592,23,2,4,0,3
101593,0,1,0,0,9
101594,0,1,0,0,30
101597,0,1,0,0,6
101601,0,2,0,0,17
101602,0,1,0,0,8
101604,0,1,0,0,12
101605,0,2,0,0,10
101606,0,1,0,0,13
101608,29,12,164,10,45
101614,0,1,0,0,0
101617,18,3,0,0,29
101618,0,1,0,0,5
101621,0,1,0,0,1
101625,0,1,0,0,0
101626,0,1,0,0,0
101630,17,2,0,0,26
101631,0,1,0,0,0
101632,22,5,0,0,36
101638,22,2,0,0,6
101640,23,4,0,0,0
101650,2,2,0,0,5
101655,0,1,0,0,1
101658,22,7,0,0,26
101666,0,1,0,0,1
101669,0,2,0,0,10
101670,26,13,0,0,14
101672,0,1,0,0,0
101673,23,2,7,0,0
101677,0,1,0,0,0
101680,0,1,0,0,2
101682,14,3,0,39,1
101687,0,1,0,0,0
101689,24,4,22,0,13
101691,22,9,0,0,16
101694,24,4,0,0,47
101697,0,1,0,0,0
101698,0,1,0,0,11
101699,14,6,0,0,35
101703,27,10,0,0,23
101704,1,2,0,0,78
101710,0,1,0,0,0
101715,12,3,0,0,5
101716,0,1,0,0,30
101717,0,1,0,0,2
101719,0,1,0,0,18
101721,0,1,0,0,25
101722,0,1,0,0,0
101723,0,1,0,0,0
101736,0,1,0,0,4
101738,0,1,0,0,41
101739,0,1,0,0,0
101741,20,5,0,0,95
101743,0,1,0,0,11
101744,0,1,0,0,0
101745,24,7,50,11,1
101746,24,6,110,1,1
101748,0,1,0,0,0
101754,0,1,0,0,0
101755,0,1,0,0,13
101759,13,3,0,0,22
101760,0,1,0,0,3
101766,0,1,0,0,0
101767,0,1,0,0,4
101768,0,1,0,0,7
101770,0,1,0,0,4
101771,0,1,0,0,0
101772,21,5,0,0,20
101774,25,7,0,0,27
101776,14,2,0,0,4
101777,23,5,0,0,28
101780,0,1,0,0,7
101782,24,3,0,0,2
101787,24,5,70,31,28
101792,19,5,0,0,8
101797,18,2,0,0,14
101799,0,1,0,0,0
101803,18,2,0,0,6
101808,24,5,0,0,27
101810,18,2,0,0,9
101812,11,2,0,0,0
101820,0,1,0,0,0
101830,0,1,0,0,2
101831,18,5,0,9,80
101832,0,1,0,0,2
101834,1,3,0,0,31
101835,25,2,0,0,30
101840,0,1,0,0,2
101841,0,1,0,0,0
101845,16,2,0,0,0
101850,0,1,0,0,4
101857,1,2,0,0,34
101859,0,1,0,0,3
101860,2,2,0,0,10
101861,21,4,0,0,38
101863,0,1,0,0,1
101865,29,7,94,0,0
101867,11,2,0,0,5
101868,8,3,0,0,43
101871,23,3,0,0,21
101872,0,2,0,0,23
101875,0,1,0,0,0
101878,0,2,0,0,3
101879,2,2,0,0,19
101882,0,1,0,0,2
101883,0,1,0,0,16
101885,15,4,0,0,13
101891,0,1,0,0,2
101895,5,4,0,0,50
101897,18,4,0,0,0
101899,0,2,0,0,33
101903,1,2,0,0,2
101908,0,1,0,0,8
101909,13,3,0,0,17
101911,19,5,0,0,8
101912,28,8,0,0,10
101917,24,10,0,0,2
101921,0,1,0,0,0
101932,0,1,0,0,0
101933,0,1,0,0,5
101937,0,1,0,0,2
101940,0,1,0,0,36
101942,24,6,12,1,1
101944,0,1,0,0,6
101946,0,1,0,0,0
101947,0,1,0,0,17
101949,19,2,0,0,5
101950,20,3,0,0,12
101951,0,1,0,0,0
101952,0,1,0,0,4
101953,24,5,0,0,17
101954,22,3,0,0,4
101963,0,2,0,0,18
101968,2,2,0,0,9
101969,0,1,0,0,2
101974,28,6,0,0,24
101975,0,1,0,0,0
101976,0,1,0,0,4
101980,7,2,0,13,1
101986,0,1,0,0,3
101987,0,1,0,0,5
101988,15,2,0,0,4
101991,0,1,0,0,8
101999,24,7,0,0,6
102003,0,1,0,0,4
102006,0,1,0,0,0
102007,0,1,0,0,6
102008,0,1,0,0,6
102011,0,1,0,0,2
102018,0,1,0,0,0
102019,21,3,0,0,3
102020,21,4,0,0,6
102024,22,2,0,0,23
102027,0,1,0,0,2
102028,0,1,0,0,4
102030,0,1,0,0,24
102031,0,1,0,0,0
102038,26,12,0,0,19
102041,0,1,0,0,0
102045,0,1,0,0,2
102046,25,13,0,0,22
102047,24,5,0,0,34
102048,0,1,0,0,5
102050,0,1,0,0,2
102051,0,1,0,0,0
102053,22,4,0,0,1
102055,26,3,4,0,26
102056,2,2,0,0,6
102058,23,4,0,0,20
102062,0,1,0,0,0
102063,21,3,0,0,18
102064,0,1,0,0,21
102067,26,8,0,0,29
102072,0,1,0,0,0
102077,0,1,0,0,14
102078,6,2,0,0,8
102083,0,1,0,0,2
102086,0,1,0,0,0
102087,0,1,0,0,17
102090,0,1,0,0,0
102091,0,1,0,0,4
102092,1,2,0,0,24
102094,0,1,0,0,3
102110,0,1,0,0,0
102111,21,2,0,0,3
102115,24,6,27,20,7
102117,0,1,0,0,0
102119,22,4,0,0,31
102122,20,3,0,0,6
102126,0,1,0,0,0
102127,0,1,0,0,2
102128,0,1,0,0,0
102129,25,8,0,0,2
102131,1,2,0,0,6
102132,6,3,0,0,5
102135,0,1,0,0,13
102136,0,1,0,0,2
102137,0,1,0,0,0
102138,13,2,0,0,29
102139,21,6,9,6,3
102140,8,4,0,0,0
102141,0,1,0,0,5
102145,21,4,0,0,43
102146,23,6,0,0,38
102148,21,5,0,0,28
102151,23,9,0,0,4
102153,0,1,0,0,2
102155,0,1,0,0,5
102156,26,10,0,0,5
102157,0,1,0,0,3
102159,0,1,0,0,5
102162,0,1,0,0,0
102165,25,4,0,0,34
102166,18,8,0,0,44
102167,0,1,0,0,6
102171,25,4,2,75,122
102175,0,1,0,0,0
102179,12,2,0,0,6
102186,0,1,0,0,8
102188,0,1,0,0,17
102190,0,1,0,0,0
102193,0,1,0,0,0
102194,0,1,0,0,2
102196,24,6,0,0,6
102199,0,1,0,0,5
102201,21,2,4,0,18
102202,0,1,0,0,16
102203,0,1,0,0,0
102206,20,3,0,0,20
102209,24,3,0,0,3
102211,0,1,0,0,2
102213,24,6,0,0,9
102214,5,3,0,0,7
102218,0,1,0,0,1
102219,22,4,4,0,2
102220,0,1,0,0,9
102222,0,1,0,0,0
102225,0,2,0,0,12
102228,0,1,0,0,0
102230,0,1,0,0,2
102232,23,3,0,0,2
102238,26,4,7,56,5
102240,0,1,0,0,2
102254,17,2,0,0,6
102256,0,1,0,0,3
102259,0,1,0,0,2
102260,25,2,16,0,2
102262,0,1,0,0,2
102263,16,3,0,0,31
102264,0,1,0,0,2
102266,0,1,0,0,0
102269,0,1,0,0,2
102270,0,1,0,0,6
102273,0,1,0,0,0
102276,0,1,0,0,0
102281,0,1,0,0,0
102283,3,4,0,0,37
102291,22,4,0,0,2
102292,19,5,0,0,15
102294,0,1,0,0,0
102297,21,7,0,0,6
102298,0,1,0,0,0
102307,0,1,0,0,0
102308,0,1,0,0,0
102309,0,1,0,0,0
102313,10,2,0,5,0
102317,22,4,44,5,15
102318,8,2,14,44,0
102320,0,1,3,0,0
102323,0,1,0,0,0
102326,0,1,2,0,0
102331,5,3,28,4,0
102336,0,1,0,0,0
102337,0,1,21,0,0
102344,1,2,36,0,0
102346,25,7,44,2,1
102348,0,1,5,0,0
102351,0,1,0,0,0
102352,26,2,0,0,0
102354,28,13,212,0,330
102356,8,3,33,0,0
102357,9,2,0,1,0
102362,0,1,2,0,0
102363,0,1,0,0,0
102364,0,1,2,0,0
102366,0,1,5,0,0
102370,0,1,9,0,0
102381,0,1,0,0,0
102384,0,1,9,0,0
102385,0,1,0,0,0
102388,0,1,0,0,0
102389,0,1,1,0,0
102394,0,1,18,0,0
102397,0,1,2,0,0
102400,0,1,0,0,0
102401,1,2,15,0,0
102403,0,1,14,0,0
102407,0,1,2,0,0
102409,0,1,2,0,0
102412,0,1,0,0,0
102413,0,1,0,0,0
102417,14,2,32,56,0
102420,21,4,10,0,1
102422,0,1,0,0,0
102423,3,2,13,0,0
102424,0,1,8,0,0
102427,0,1,0,0,0
102430,0,1,5,0,0
102433,0,1,2,0,0
102435,0,1,4,0,0
102436,0,1,8,0,0
102437,0,1,16,0,0
102438,7,2,8,0,0
102443,0,1,0,0,0
102446,0,1,0,0,0
102452,1,2,11,0,0
102454,0,1,3,0,0
102458,0,1,0,0,0
102459,0,1,3,0,0
102460,0,1,8,0,0
102464,0,2,9,0,0
102467,0,1,2,0,0
102468,7,2,39,0,0
102470,6,6,179,0,0
102474,0,1,0,0,0
102478,0,1,0,0,0
102479,4,2,2,0,0
102481,2,2,29,0,0
102482,0,1,0,0,0
102484,0,1,4,0,0
102485,0,1,0,0,0
102486,0,1,6,0,0
102488,0,1,5,0,0
102493,0,1,7,0,0
102494,0,1,3,0,0
102495,0,1,0,0,0
102498,5,2,3,0,0
102501,0,1,0,0,0
102503,27,15,232,1,12
102508,0,1,0,0,0
102512,7,2,0,0,0
102514,0,1,0,0,0
102515,0,2,44,0,0
102518,0,1,2,0,0
102526,0,1,7,0,0
102528,8,2,17,0,0
102530,0,1,0,0,0
102531,2,3,93,0,0
102532,19,5,4,7,1
102535,0,1,0,0,0
102536,0,1,8,0,0
102539,0,1,5,0,0
102540,0,1,4,0,0
102542,0,1,0,0,0
102548,0,1,0,0,0
102554,0,1,13,0,0
102558,2,2,0,0,0
102559,0,1,5,0,0
102560,26,4,1,2,35
102561,0,1,3,0,0
102564,1,2,29,0,0
102566,0,1,0,0,0
102569,0,1,2,0,0
102570,0,1,0,0,0
102572,0,1,0,0,0
102575,0,1,2,0,0
102577,26,5,10,0,81
102579,19,2,5,0,0
102580,0,1,0,0,0
102582,7,3,21,0,0
102586,0,2,6,0,0
102588,0,1,8,0,0
102589,0,1,0,0,0
102592,0,1,0,0,0
102595,25,2,4,0,39
102605,0,1,0,0,0
102606,0,1,1,0,0
102607,0,1,2,0,0
102616,0,1,0,0,0
102618,0,1,0,0,0
102622,0,1,0,0,0
102623,7,3,30,24,0
102626,0,1,42,0,0
102630,7,3,0,0,0
102637,0,1,0,0,0
102638,0,1,0,0,0
102640,0,1,1,0,0
102641,0,1,5,0,0
102643,0,1,6,0,0
102644,0,1,0,0,0
102648,0,1,0,0,0
102651,0,1,2,0,0
102652,0,1,3,0,0
102657,5,2,4,0,0
102660,0,1,0,0,0
102665,0,1,0,0,0
102667,0,1,0,0,0
102672,0,1,0,0,0
102673,0,1,31,0,0
102681,0,1,2,0,0
102683,21,6,14,32,22
102688,0,1,1,0,0
102700,16,3,0,0,0
102704,0,1,1,0,0
102710,0,1,0,0,0
102716,1,2,3,0,0
102721,0,1,0,0,0
102724,3,2,23,0,0
102726,0,1,4,0,0
102727,0,1,0,0,0
102728,0,1,2,0,0
102730,21,2,1,0,0
102736,0,1,0,0,0
102739,0,1,1,0,0
102741,0,1,0,0,0
102745,0,1,0,0,0
102747,0,1,0,0,0
102749,0,1,0,0,0
102751,0,1,0,0,0
102752,19,2,0,0,0
102755,0,1,2,0,0
102756,0,1,0,0,0
102757,0,1,0,0,0
102759,0,1,0,0,0
102763,2,3,25,0,0
102765,0,1,0,0,0
102771,15,6,187,89,0
102772,0,1,0,0,0
102778,9,6,71,0,0
102782,0,1,2,0,0
102783,0,1,0,0,7
102784,0,1,2,0,0
102794,0,1,0,0,15
102796,0,1,3,0,0
102797,0,1,2,0,0
102798,0,1,0,0,0
102799,0,1,0,0,2
102803,0,1,0,0,0
102807,1,2,0,0,202
102810,0,1,0,0,0
102814,15,2,0,0,0
102818,0,1,0,0,0
102822,0,1,0,0,0
102826,0,1,2,0,0
102827,0,1,0,0,0
102830,0,1,0,0,0
102834,0,1,2,0,0
102835,0,1,12,0,0
102839,0,1,0,0,2
102841,0,1,0,0,0
102847,0,1,0,0,1
102849,0,1,0,0,0
102850,0,1,0,0,0
102851,0,1,0,0,0
102854,0,1,0,0,0
102859,0,1,0,1,0
102860,14,3,9,3,0
102866,0,1,0,0,0
102868,0,1,0,2,0
102870,0,1,0,0,0
102871,7,3,0,10,8
102873,4,2,4,0,0
102874,0,1,0,0,0
102878,0,1,0,0,0
102880,0,1,0,0,0
102881,0,1,0,0,0
102887,17,3,0,11,2
102890,0,1,0,12,0
102896,0,1,0,0,0
102901,0,2,0,0,1
102903,0,1,5,0,0
102906,20,5,15,28,37
102908,0,2,0,33,0
102911,0,1,0,0,0
102912,0,1,0,2,0
102913,0,1,0,1,0
102917,0,1,0,0,0
102919,0,1,0,35,0
102921,0,1,2,0,0
102923,0,1,0,30,0
102925,0,1,2,0,0
102938,0,1,0,7,0
102939,0,1,0,0,0
102943,0,1,0,5,0
102944,0,1,0,5,0
102948,0,1,0,0,0
102949,0,1,0,2,0
102950,0,1,3,0,0
102953,9,5,109,141,0
102959,0,1,0,0,0
102960,0,1,0,0,6
102961,0,1,0,5,0
102963,0,1,0,2,0
102967,0,1,0,1,0
102975,10,3,6,9,0
102980,0,1,0,0,0
102982,0,1,2,0,0
102990,0,2,18,0,0
102993,0,1,0,0,0
102997,0,1,0,0,5
102998,9,3,0,5,9
103000,0,1,0,0,0
103002,0,1,0,0,0
103012,11,3,13,12,0
103014,0,1,0,0,0
103015,0,1,0,5,0
103018,0,1,0,0,0
103022,5,2,0,0,7
103023,0,1,1,0,0
103024,2,3,43,0,0
103026,0,1,0,0,0
103027,0,1,22,0,0
103031,0,1,0,0,0
103033,0,1,0,0,0
103036,4,2,4,0,0
103038,13,2,0,0,0
103039,0,1,0,0,0
103043,0,1,0,0,0
103048,0,1,0,20,0
103056,0,1,0,0,13
103057,0,1,0,0,0
103059,0,1,0,0,0
103062,0,1,0,0,0
103064,0,1,58,0,0
103068,0,1,0,0,0
103071,0,1,0,0,0
103076,0,1,0,15,0
103077,0,1,0,0,0
103078,0,1,0,0,0
103084,0,1,0,0,0
103085,0,1,0,0,0
103089,0,1,0,3,0
103090,24,3,0,0,8
103092,0,1,9,0,0
103096,0,1,0,0,0
103098,0,1,0,4,0
103100,0,1,0,0,0
103111,0,1,0,0,0
103114,0,1,0,0,0
103117,0,1,0,0,0
103119,0,1,2,0,0
103121,0,1,0,0,0
103124,0,1,0,0,0
103126,0,1,0,13,0
103127,0,1,2,0,0
103134,0,1,0,0,0
103136,0,1,0,0,2
103141,0,1,0,0,0
103145,2,2,13,0,0
103147,9,3,30,0,0
103148,0,1,0,0,0
103151,0,1,0,0,0
103152,0,1,0,0,0
103156,19,2,0,0,20
103161,0,1,1,0,0
103162,0,1,8,0,0
103163,0,1,2,0,0
103165,0,1,1,0,0
103169,0,1,0,7,0
103170,5,2,0,6,2
103172,0,1,0,0,0
103173,0,1,0,0,0
103176,0,1,0,0,0
103182,0,1,0,0,0
103185,5,2,39,0,0
103189,0,1,0,10,0
103190,0,1,0,0,0
103192,14,3,51,1,0
103197,0,1,0,0,0
103200,0,1,10,0,0
103202,0,1,0,0,0
103205,0,1,0,0,0
103206,0,1,0,0,0
103207,0,1,0,2,0
103209,0,1,0,3,0
103210,0,1,0,2,0
103213,0,1,3,0,0
103215,0,1,0,0,0
103222,0,1,0,0,8
103223,0,1,0,0,0
103224,0,1,0,2,0
103226,9,5,37,1,0
103236,0,1,0,3,0
103238,0,1,0,2,0
103240,0,1,0,0,0
103241,0,1,2,0,0
103242,0,1,0,0,0
103243,0,1,0,0,0
103245,0,1,0,0,0
103246,0,1,0,0,0
103253,0,1,0,0,0
103255,26,5,34,27,11
103258,1,2,0,12,0
103259,0,1,0,0,0
103263,0,1,0,0,20
103266,18,4,40,0,7
103268,0,1,0,22,0
103269,0,1,0,0,2
103271,0,1,0,14,0
103274,0,1,0,0,0
103275,14,3,7,0,0
103281,22,6,9,10,1
103282,0,1,0,0,0
103283,0,1,0,0,0
103286,0,1,0,1,0
103288,0,1,0,0,0
103289,0,1,0,0,0
103292,14,2,8,3,0
103295,0,1,0,0,0
103297,0,1,0,0,0
103299,0,1,0,9,0
103303,0,1,0,8,0
103304,10,2,0,0,15
103305,0,1,0,0,0
103306,0,1,2,0,0
103307,22,5,18,8,46
103311,0,1,0,0,0
103312,0,1,0,0,0
103315,0,1,2,0,0
103316,4,4,15,10,0
103317,0,1,0,0,0
103319,0,2,0,0,0
103322,26,6,32,0,52
103324,0,1,3,0,0
103326,0,1,0,3,0
103331,0,1,0,0,0
103334,0,1,0,0,0
103335,0,1,0,0,0
103336,0,1,0,0,0
103337,0,1,0,0,0
103338,0,1,0,0,0
103339,0,1,0,0,0
103342,13,2,6,6,0
103348,0,1,0,0,0
103350,0,1,0,0,1
103353,0,1,1,0,0
103355,0,1,0,0,0
103358,0,1,0,0,0
103359,0,1,0,3,0
103360,0,1,0,0,0
103363,0,1,0,3,0
103364,4,3,0,153,1
103367,0,1,0,0,0
103371,0,1,0,0,2
103372,0,1,11,0,0
103376,0,1,0,0,0
103377,0,1,0,0,0
103378,0,1,0,0,0
103380,0,1,45,0,0
103383,0,1,0,0,0
103384,0,1,0,0,0
103389,0,1,0,0,0
103391,0,1,0,0,0
103396,0,1,0,8,0
103399,9,2,7,6,0
103400,0,1,4,0,0
103404,0,1,0,8,0
103406,0,1,4,0,0
103410,0,1,0,0,1
103414,9,2,2,0,0
103417,6,2,0,4,4
103418,3,2,0,2,1
103419,0,1,0,4,0
103425,0,1,0,0,0
103426,14,3,23,11,0
103429,0,1,0,0,0
103434,0,1,0,0,0
103435,15,8,56,5,0
103438,0,1,0,7,0
103443,0,1,0,0,0
103444,0,1,0,0,0
103447,0,1,0,0,0
103450,23,3,54,3,2
103451,0,1,0,7,0
103453,0,1,0,2,0
103454,1,2,0,7,0
103455,0,1,0,0,0
103456,0,1,0,2,0
103457,21,8,130,17,121
103458,0,1,0,9,0
103459,6,3,1,9,0
103460,0,1,0,0,0
103464,0,1,0,0,0
103471,0,1,0,0,0
103473,0,1,0,0,0
103474,0,1,0,0,0
103486,0,1,0,0,0
103488,0,1,0,1,0
103491,13,2,2,11,0
103492,0,1,0,0,0
103494,0,1,0,0,4
103495,0,1,0,2,0
103497,0,1,0,0,0
103507,0,1,0,0,0
103512,0,1,0,0,0
103513,0,1,5,0,0
103514,0,1,17,0,0
103518,0,1,0,0,0
103522,0,1,0,0,0
103524,0,1,0,0,0
103525,0,1,0,0,0
103534,0,1,0,4,0
103538,0,1,0,0,0
103545,0,1,0,2,0
103547,0,1,0,0,0
103557,0,1,0,8,0
103558,0,1,0,0,0
103563,0,1,0,2,0
103565,0,1,0,20,0
103566,0,1,0,1,0
103571,0,1,5,0,0
103574,0,1,1,0,0
103577,0,1,0,14,0
103578,0,1,0,0,0
103584,0,1,0,0,0
103589,0,1,0,3,0
103591,7,2,0,6,1
103595,0,1,0,0,0
103596,0,1,0,0,0
103601,0,1,0,0,0
103605,0,1,3,0,0
103609,0,1,4,0,0
103611,20,3,13,0,3
103616,14,2,0,2,0
103623,7,2,12,0,0
103624,5,2,29,0,0
103633,0,1,0,0,0
103636,0,1,0,9,0
103637,0,1,6,0,0
103643,0,1,0,2,0
103645,2,3,126,0,0
103648,0,1,0,3,0
103651,0,2,0,48,0
103653,14,2,148,45,0
103654,0,1,0,0,0
103657,0,1,0,0,0
103661,23,5,76,2,22
103663,0,1,0,0,0
103664,0,1,0,0,5
103666,0,2,0,36,0
103667,0,1,0,0,0
103668,21,3,33,1,3
103671,0,1,0,0,1
103679,0,1,0,6,0
103684,0,1,0,13,0
103689,0,1,0,2,0
103690,0,1,0,110,0
103692,0,1,0,4,0
103693,2,4,26,0,0
103694,0,1,0,0,0
103699,0,1,0,0,0
103700,0,1,0,0,0
103702,0,1,0,7,0
103713,0,1,0,1,0
103714,0,1,1,0,0
103719,0,1,0,0,0
103730,0,1,0,2,0
103731,5,2,0,0,0
103741,0,1,0,0,7
103742,0,1,0,0,0
103743,0,1,3,0,0
103746,12,5,0,26,88
103748,0,1,0,0,0
103773,0,1,0,0,0
103779,0,1,0,8,0
103782,0,1,0,0,0
103783,0,1,3,0,0
103785,28,4,52,12,6
103790,0,1,0,0,0
103791,0,1,0,0,0
103792,14,2,0,6,2
103794,0,1,0,24,0
103803,0,1,0,0,0
103808,0,1,0,0,0
103809,0,1,0,2,0
103810,7,6,30,0,0
103811,0,1,0,0,0
103816,0,1,2,0,0
103819,0,1,0,0,0
103826,0,1,0,39,0
103836,11,4,13,10,0
103837,0,1,0,2,0
103838,0,1,0,0,0
103841,0,1,0,11,0
103844,0,1,0,16,0
103845,1,2,5,0,0
103851,0,1,2,0,0
103858,0,1,0,12,0
