enrollment_id,navigate,access,problem,page_close,video,discussion,wiki,server,browser
128523,31.0,57.0,17.0,38.0,22.0,3.0,1.0,93.0,76.0
128525,6.0,1.0,0.0,1.0,1.0,2.0,1.0,10.0,2.0
128528,15.0,14.0,0.0,10.0,2.0,4.0,0.0,33.0,12.0
128529,10.0,17.0,4.0,14.0,4.0,0.0,1.0,28.0,22.0
128530,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128531,5.0,25.0,5.0,7.0,2.0,8.0,1.0,32.0,21.0
128536,3.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0
128539,15.0,4.0,0.0,1.0,1.0,2.0,8.0,29.0,2.0
128540,5.0,36.0,8.0,27.0,16.0,0.0,0.0,45.0,47.0
128543,1.0,5.0,0.0,2.0,3.0,0.0,0.0,4.0,7.0
128544,5.0,5.0,0.0,3.0,2.0,0.0,0.0,10.0,5.0
128546,4.0,4.0,3.0,1.0,2.0,0.0,0.0,7.0,7.0
128548,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0
128550,4.0,14.0,2.0,4.0,7.0,1.0,0.0,11.0,21.0
128553,6.0,12.0,0.0,6.0,6.0,1.0,0.0,16.0,15.0
128557,11.0,12.0,0.0,7.0,5.0,1.0,3.0,26.0,13.0
128561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128563,4.0,17.0,0.0,8.0,8.0,1.0,1.0,17.0,22.0
128568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128572,1.0,3.0,0.0,2.0,1.0,0.0,0.0,4.0,3.0
128577,11.0,36.0,19.0,12.0,11.0,6.0,1.0,37.0,59.0
128579,10.0,28.0,42.0,8.0,12.0,0.0,0.0,32.0,68.0
128584,6.0,10.0,0.0,6.0,0.0,9.0,1.0,26.0,6.0
128598,7.0,29.0,17.0,7.0,14.0,3.0,0.0,22.0,55.0
128604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128606,2.0,25.0,4.0,8.0,5.0,0.0,0.0,16.0,28.0
128608,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128611,33.0,139.0,133.0,45.0,21.0,28.0,2.0,146.0,255.0
128613,13.0,33.0,2.0,13.0,14.0,1.0,1.0,40.0,37.0
128614,40.0,121.0,39.0,70.0,44.0,18.0,2.0,161.0,173.0
128616,13.0,22.0,0.0,14.0,7.0,0.0,0.0,35.0,21.0
128619,23.0,45.0,14.0,23.0,0.0,0.0,1.0,64.0,42.0
128621,3.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0
128627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128628,8.0,61.0,6.0,17.0,25.0,4.0,0.0,34.0,87.0
128629,5.0,26.0,2.0,8.0,6.0,0.0,0.0,20.0,27.0
128633,3.0,9.0,0.0,4.0,0.0,0.0,0.0,10.0,6.0
128634,4.0,6.0,4.0,0.0,2.0,2.0,1.0,9.0,10.0
128636,6.0,13.0,14.0,2.0,7.0,2.0,1.0,15.0,30.0
128637,2.0,3.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0
128642,17.0,55.0,3.0,28.0,11.0,3.0,2.0,77.0,42.0
128643,13.0,29.0,2.0,9.0,9.0,3.0,1.0,34.0,32.0
128646,9.0,23.0,0.0,15.0,9.0,0.0,0.0,32.0,24.0
128648,2.0,12.0,5.0,1.0,7.0,0.0,0.0,6.0,21.0
128652,9.0,41.0,23.0,8.0,8.0,2.0,1.0,36.0,56.0
128658,4.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,4.0
128660,8.0,43.0,43.0,6.0,10.0,0.0,1.0,28.0,83.0
128661,4.0,28.0,0.0,9.0,4.0,0.0,0.0,20.0,25.0
128664,3.0,30.0,0.0,15.0,10.0,0.0,0.0,33.0,25.0
128666,10.0,130.0,7.0,44.0,19.0,7.0,0.0,131.0,86.0
128669,5.0,15.0,18.0,5.0,6.0,3.0,1.0,19.0,34.0
128672,4.0,2.0,0.0,1.0,0.0,3.0,0.0,9.0,1.0
128673,5.0,60.0,67.0,11.0,5.0,5.0,0.0,28.0,125.0
128680,14.0,56.0,10.0,43.0,12.0,0.0,0.0,73.0,62.0
128688,7.0,55.0,31.0,14.0,18.0,0.0,2.0,35.0,92.0
128689,16.0,67.0,4.0,31.0,12.0,9.0,2.0,81.0,60.0
128694,9.0,63.0,23.0,50.0,32.0,0.0,0.0,68.0,109.0
128696,32.0,173.0,34.0,41.0,85.0,7.0,1.0,101.0,272.0
128698,9.0,38.0,4.0,27.0,16.0,0.0,0.0,44.0,50.0
128699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128707,1.0,5.0,0.0,3.0,2.0,0.0,0.0,6.0,5.0
128709,7.0,27.0,4.0,17.0,9.0,5.0,1.0,41.0,29.0
128711,3.0,10.0,4.0,2.0,5.0,0.0,0.0,7.0,17.0
128712,6.0,28.0,6.0,6.0,19.0,0.0,0.0,17.0,48.0
128713,8.0,10.0,0.0,7.0,1.0,0.0,1.0,19.0,8.0
128716,14.0,52.0,19.0,3.0,1.0,7.0,0.0,47.0,49.0
128717,4.0,5.0,1.0,1.0,3.0,0.0,0.0,7.0,7.0
128719,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
128721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128722,12.0,31.0,0.0,22.0,9.0,5.0,0.0,48.0,31.0
128726,18.0,71.0,2.0,11.0,10.0,15.0,1.0,78.0,50.0
128729,12.0,23.0,13.0,7.0,2.0,1.0,1.0,33.0,26.0
128730,10.0,8.0,0.0,4.0,2.0,0.0,0.0,17.0,7.0
128733,15.0,66.0,84.0,17.0,15.0,11.0,1.0,60.0,149.0
128735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128737,12.0,48.0,2.0,35.0,6.0,0.0,0.0,60.0,43.0
128746,11.0,21.0,14.0,2.0,13.0,4.0,1.0,22.0,44.0
128747,7.0,9.0,2.0,5.0,4.0,1.0,0.0,14.0,14.0
128750,2.0,40.0,6.0,26.0,0.0,0.0,0.0,42.0,32.0
128753,13.0,32.0,0.0,10.0,12.0,0.0,0.0,29.0,38.0
128754,5.0,22.0,5.0,11.0,4.0,0.0,0.0,24.0,23.0
128759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128762,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128764,2.0,17.0,5.0,2.0,9.0,0.0,0.0,14.0,21.0
128770,4.0,4.0,0.0,2.0,1.0,0.0,0.0,7.0,4.0
128774,8.0,14.0,0.0,7.0,3.0,0.0,0.0,21.0,11.0
128776,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
128779,3.0,3.0,0.0,2.0,1.0,0.0,2.0,8.0,3.0
128780,5.0,42.0,0.0,20.0,4.0,0.0,0.0,47.0,24.0
128783,5.0,56.0,0.0,26.0,13.0,0.0,0.0,61.0,39.0
128785,10.0,11.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0
128788,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
128789,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
128790,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
128796,31.0,242.0,137.0,90.0,86.0,25.0,1.0,219.0,393.0
128802,6.0,23.0,2.0,16.0,10.0,0.0,0.0,28.0,29.0
128804,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
128805,5.0,16.0,2.0,10.0,7.0,3.0,0.0,25.0,18.0
128806,9.0,7.0,0.0,3.0,1.0,0.0,0.0,16.0,4.0
128811,6.0,17.0,2.0,11.0,6.0,0.0,0.0,22.0,20.0
128812,2.0,9.0,5.0,4.0,3.0,0.0,0.0,11.0,12.0
128813,4.0,14.0,0.0,6.0,3.0,0.0,0.0,18.0,9.0
128816,3.0,3.0,2.0,3.0,0.0,0.0,0.0,7.0,4.0
128818,3.0,4.0,0.0,2.0,0.0,0.0,0.0,7.0,2.0
128820,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
128821,4.0,13.0,2.0,5.0,2.0,0.0,0.0,16.0,10.0
128824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128826,5.0,3.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0
128827,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0
128829,26.0,127.0,23.0,44.0,46.0,11.0,0.0,103.0,174.0
128832,3.0,7.0,0.0,5.0,3.0,0.0,0.0,10.0,8.0
128833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128835,4.0,6.0,0.0,2.0,0.0,0.0,0.0,10.0,2.0
128840,13.0,70.0,9.0,26.0,12.0,0.0,0.0,85.0,45.0
128843,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
128845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128847,2.0,3.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0
128849,2.0,4.0,0.0,3.0,1.0,0.0,0.0,6.0,4.0
128850,9.0,24.0,16.0,8.0,6.0,9.0,0.0,36.0,36.0
128853,5.0,3.0,0.0,0.0,1.0,7.0,2.0,16.0,2.0
128855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128856,3.0,8.0,0.0,6.0,5.0,0.0,0.0,11.0,11.0
128857,1.0,6.0,0.0,3.0,3.0,0.0,0.0,7.0,6.0
128864,18.0,21.0,0.0,12.0,8.0,2.0,2.0,39.0,24.0
128867,1.0,9.0,0.0,3.0,7.0,0.0,0.0,5.0,15.0
128874,2.0,10.0,0.0,2.0,2.0,0.0,0.0,12.0,4.0
128875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128876,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128879,12.0,45.0,4.0,37.0,18.0,0.0,0.0,59.0,57.0
128881,7.0,15.0,0.0,9.0,1.0,0.0,0.0,20.0,12.0
128883,4.0,2.0,0.0,2.0,2.0,0.0,1.0,7.0,4.0
128885,4.0,14.0,0.0,11.0,7.0,1.0,0.0,19.0,18.0
128887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128890,1.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0
128891,1.0,3.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0
128896,13.0,82.0,31.0,44.0,19.0,3.0,0.0,85.0,107.0
128898,5.0,23.0,1.0,6.0,11.0,0.0,0.0,16.0,30.0
128899,5.0,7.0,0.0,3.0,1.0,0.0,1.0,13.0,4.0
128900,16.0,74.0,47.0,52.0,22.0,4.0,0.0,92.0,123.0
128902,7.0,5.0,0.0,4.0,3.0,2.0,1.0,15.0,7.0
128905,3.0,13.0,0.0,4.0,3.0,4.0,0.0,12.0,15.0
128908,2.0,3.0,0.0,1.0,2.0,0.0,0.0,4.0,4.0
128910,3.0,4.0,0.0,1.0,3.0,0.0,0.0,5.0,6.0
128912,18.0,38.0,14.0,15.0,13.0,1.0,0.0,51.0,48.0
128913,6.0,9.0,0.0,1.0,0.0,1.0,0.0,14.0,3.0
128919,1.0,4.0,0.0,3.0,2.0,0.0,0.0,5.0,5.0
128920,1.0,4.0,0.0,3.0,3.0,0.0,0.0,5.0,6.0
128924,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
128927,7.0,3.0,0.0,1.0,0.0,0.0,2.0,11.0,2.0
128929,3.0,2.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0
128930,6.0,10.0,0.0,4.0,4.0,0.0,0.0,15.0,9.0
128932,23.0,97.0,62.0,69.0,31.0,0.0,1.0,110.0,173.0
128941,20.0,76.0,12.0,53.0,22.0,18.0,2.0,114.0,89.0
128942,23.0,114.0,82.0,33.0,14.0,1.0,0.0,73.0,194.0
128946,6.0,87.0,137.0,24.0,1.0,0.0,0.0,47.0,208.0
128947,11.0,9.0,0.0,6.0,4.0,0.0,1.0,21.0,10.0
128952,9.0,22.0,0.0,14.0,7.0,2.0,1.0,34.0,21.0
128953,3.0,6.0,0.0,4.0,3.0,0.0,0.0,9.0,7.0
128959,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
128961,12.0,79.0,6.0,7.0,5.0,3.0,0.0,84.0,28.0
128962,3.0,7.0,0.0,1.0,4.0,0.0,0.0,7.0,8.0
128964,9.0,15.0,0.0,8.0,5.0,0.0,0.0,22.0,15.0
128968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128969,2.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0
128972,4.0,4.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0
128980,7.0,15.0,0.0,8.0,5.0,1.0,1.0,23.0,14.0
128981,3.0,16.0,0.0,1.0,0.0,0.0,0.0,19.0,1.0
128987,38.0,71.0,23.0,24.0,31.0,23.0,2.0,96.0,116.0
128993,2.0,15.0,0.0,3.0,0.0,0.0,0.0,17.0,3.0
128996,5.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0
128997,16.0,25.0,4.0,18.0,6.0,5.0,1.0,48.0,27.0
128999,4.0,19.0,0.0,4.0,0.0,9.0,0.0,29.0,7.0
129003,2.0,16.0,10.0,2.0,10.0,0.0,0.0,5.0,35.0
129004,14.0,21.0,0.0,12.0,5.0,1.0,1.0,36.0,18.0
129008,18.0,72.0,19.0,22.0,41.0,6.0,2.0,61.0,119.0
129010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129015,1.0,6.0,0.0,4.0,4.0,0.0,0.0,7.0,8.0
129023,9.0,5.0,0.0,3.0,2.0,3.0,2.0,19.0,5.0
129024,6.0,23.0,3.0,0.0,3.0,3.0,1.0,27.0,12.0
129025,10.0,7.0,0.0,5.0,1.0,1.0,1.0,19.0,6.0
129026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129028,6.0,13.0,0.0,7.0,7.0,0.0,0.0,17.0,16.0
129029,5.0,22.0,0.0,3.0,8.0,0.0,0.0,26.0,12.0
129031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129035,14.0,71.0,9.0,39.0,18.0,0.0,0.0,87.0,64.0
129041,21.0,91.0,99.0,20.0,6.0,0.0,3.0,84.0,156.0
129044,32.0,130.0,24.0,68.0,40.0,1.0,2.0,152.0,145.0
129045,10.0,60.0,73.0,9.0,16.0,1.0,1.0,47.0,123.0
129047,10.0,53.0,0.0,24.0,14.0,6.0,2.0,71.0,38.0
129051,16.0,24.0,0.0,16.0,7.0,0.0,0.0,40.0,23.0
129055,2.0,28.0,10.0,7.0,8.0,0.0,0.0,11.0,44.0
129058,1.0,5.0,0.0,3.0,0.0,0.0,0.0,5.0,4.0
129063,7.0,8.0,4.0,7.0,2.0,0.0,0.0,17.0,11.0
129068,6.0,50.0,31.0,3.0,3.0,8.0,11.0,64.0,48.0
129070,17.0,93.0,8.0,29.0,13.0,2.0,0.0,114.0,48.0
129075,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
129080,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129081,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0
129083,21.0,62.0,26.0,40.0,16.0,1.0,1.0,79.0,88.0
129085,2.0,6.0,10.0,1.0,2.0,0.0,0.0,4.0,17.0
129086,5.0,6.0,0.0,4.0,2.0,1.0,1.0,13.0,6.0
129093,1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
129095,2.0,5.0,0.0,4.0,4.0,0.0,0.0,7.0,8.0
129096,15.0,13.0,0.0,9.0,4.0,0.0,1.0,29.0,13.0
129097,12.0,18.0,2.0,5.0,6.0,1.0,0.0,22.0,22.0
129103,3.0,5.0,0.0,3.0,1.0,0.0,0.0,8.0,4.0
129104,3.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0
129109,5.0,8.0,0.0,6.0,2.0,0.0,1.0,14.0,8.0
129113,4.0,3.0,0.0,2.0,1.0,0.0,0.0,7.0,3.0
129114,7.0,6.0,0.0,3.0,1.0,1.0,0.0,14.0,4.0
129116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129120,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0
129122,5.0,8.0,0.0,2.0,2.0,1.0,1.0,12.0,7.0
129125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129135,9.0,40.0,12.0,34.0,16.0,6.0,0.0,54.0,63.0
129141,7.0,24.0,6.0,9.0,13.0,2.0,1.0,24.0,38.0
129151,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
129155,11.0,47.0,10.0,24.0,18.0,8.0,1.0,70.0,49.0
129156,3.0,11.0,9.0,4.0,5.0,0.0,0.0,12.0,20.0
129165,4.0,3.0,0.0,1.0,0.0,1.0,1.0,9.0,1.0
129170,2.0,5.0,0.0,3.0,2.0,0.0,0.0,7.0,5.0
129173,6.0,5.0,0.0,2.0,0.0,1.0,1.0,13.0,2.0
129176,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
129177,21.0,84.0,9.0,57.0,23.0,0.0,0.0,107.0,87.0
129181,14.0,59.0,65.0,33.0,0.0,2.0,0.0,68.0,105.0
129184,2.0,13.0,12.0,1.0,8.0,0.0,0.0,8.0,28.0
129185,2.0,3.0,0.0,2.0,1.0,0.0,0.0,5.0,3.0
129186,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
129188,41.0,102.0,17.0,69.0,33.0,30.0,6.0,163.0,135.0
129192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129195,2.0,6.0,0.0,2.0,5.0,0.0,0.0,5.0,10.0
129197,3.0,54.0,25.0,35.0,26.0,3.0,0.0,43.0,103.0
129198,2.0,7.0,0.0,4.0,1.0,2.0,0.0,11.0,5.0
129200,3.0,12.0,3.0,5.0,8.0,0.0,0.0,11.0,20.0
129204,1.0,4.0,0.0,3.0,3.0,0.0,0.0,5.0,6.0
129206,4.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0
129207,3.0,12.0,7.0,6.0,5.0,0.0,0.0,14.0,19.0
129211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129213,3.0,7.0,0.0,3.0,1.0,0.0,0.0,10.0,4.0
129216,2.0,3.0,0.0,1.0,2.0,2.0,0.0,6.0,4.0
129217,7.0,29.0,2.0,22.0,9.0,2.0,1.0,36.0,36.0
129220,34.0,42.0,2.0,27.0,13.0,2.0,4.0,77.0,47.0
129221,4.0,21.0,10.0,13.0,9.0,0.0,0.0,25.0,32.0
129223,9.0,35.0,10.0,28.0,10.0,3.0,2.0,49.0,48.0
129224,1.0,5.0,0.0,1.0,4.0,0.0,0.0,3.0,8.0
129225,4.0,4.0,0.0,3.0,1.0,2.0,0.0,10.0,4.0
129226,8.0,20.0,2.0,16.0,7.0,0.0,1.0,29.0,25.0
129235,4.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0
129239,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129240,3.0,13.0,5.0,3.0,8.0,0.0,0.0,10.0,22.0
129243,12.0,19.0,0.0,4.0,2.0,2.0,0.0,31.0,8.0
129247,5.0,5.0,0.0,3.0,0.0,6.0,0.0,16.0,3.0
129250,23.0,49.0,61.0,32.0,0.0,0.0,1.0,71.0,95.0
129255,15.0,36.0,6.0,26.0,17.0,4.0,2.0,57.0,49.0
129259,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129266,5.0,1.0,0.0,1.0,1.0,2.0,1.0,9.0,2.0
129269,3.0,8.0,0.0,1.0,0.0,0.0,0.0,10.0,2.0
129270,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
129274,5.0,2.0,0.0,1.0,0.0,0.0,1.0,8.0,1.0
129275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129276,9.0,37.0,10.0,26.0,10.0,2.0,0.0,48.0,46.0
129277,2.0,5.0,0.0,3.0,2.0,0.0,0.0,7.0,5.0
129279,27.0,35.0,0.0,13.0,3.0,17.0,6.0,81.0,20.0
129282,2.0,9.0,0.0,1.0,3.0,0.0,0.0,4.0,11.0
129285,2.0,4.0,0.0,3.0,0.0,0.0,0.0,6.0,3.0
129291,3.0,12.0,2.0,12.0,4.0,0.0,0.0,16.0,17.0
129292,6.0,9.0,0.0,4.0,2.0,2.0,1.0,18.0,6.0
129293,6.0,14.0,1.0,7.0,8.0,0.0,2.0,18.0,20.0
129296,3.0,5.0,0.0,3.0,2.0,0.0,0.0,8.0,5.0
129298,4.0,2.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0
129300,32.0,226.0,107.0,54.0,75.0,3.0,5.0,125.0,377.0
129301,8.0,69.0,61.0,25.0,30.0,22.0,0.0,77.0,138.0
129303,6.0,8.0,5.0,3.0,5.0,1.0,1.0,13.0,16.0
129309,6.0,40.0,11.0,11.0,14.0,6.0,0.0,30.0,58.0
129311,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
129313,1.0,8.0,10.0,2.0,5.0,0.0,0.0,7.0,19.0
129315,10.0,9.0,0.0,3.0,2.0,1.0,1.0,21.0,5.0
129319,7.0,24.0,8.0,10.0,0.0,0.0,0.0,29.0,20.0
129324,7.0,21.0,5.0,6.0,7.0,2.0,0.0,18.0,30.0
129325,13.0,114.0,67.0,30.0,28.0,28.0,0.0,108.0,172.0
129331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129336,4.0,2.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0
129338,33.0,71.0,32.0,55.0,29.0,4.0,1.0,107.0,118.0
129339,15.0,65.0,8.0,50.0,33.0,0.0,1.0,81.0,91.0
129345,3.0,6.0,0.0,2.0,1.0,0.0,0.0,8.0,4.0
129354,2.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0
129356,7.0,11.0,0.0,9.0,3.0,0.0,1.0,19.0,12.0
129358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129367,3.0,12.0,0.0,6.0,0.0,2.0,0.0,16.0,7.0
129375,2.0,20.0,9.0,3.0,15.0,0.0,0.0,8.0,41.0
129380,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129381,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
129384,1.0,11.0,3.0,3.0,5.0,0.0,0.0,5.0,18.0
129387,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
129389,4.0,3.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0
129391,17.0,71.0,6.0,21.0,15.0,1.0,1.0,57.0,75.0
129392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129401,6.0,53.0,15.0,34.0,16.0,0.0,0.0,63.0,61.0
129403,6.0,3.0,0.0,1.0,1.0,0.0,0.0,9.0,2.0
129406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129410,12.0,49.0,21.0,2.0,17.0,4.0,0.0,38.0,67.0
129415,14.0,66.0,34.0,15.0,27.0,38.0,0.0,80.0,114.0
129416,7.0,16.0,2.0,5.0,10.0,6.0,1.0,22.0,25.0
129417,4.0,18.0,5.0,6.0,12.0,0.0,0.0,14.0,31.0
129418,2.0,3.0,0.0,2.0,3.0,4.0,0.0,9.0,5.0
129421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129424,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129425,4.0,2.0,0.0,1.0,1.0,1.0,0.0,7.0,2.0
129429,11.0,31.0,0.0,8.0,1.0,0.0,0.0,42.0,9.0
129434,1.0,3.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0
129436,1.0,4.0,0.0,3.0,3.0,0.0,0.0,5.0,6.0
129446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129449,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0
129450,13.0,7.0,0.0,4.0,2.0,1.0,4.0,25.0,6.0
129452,1.0,4.0,0.0,2.0,1.0,0.0,0.0,5.0,3.0
129454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129456,10.0,58.0,98.0,14.0,5.0,0.0,0.0,52.0,133.0
129457,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
129458,17.0,38.0,2.0,27.0,10.0,0.0,0.0,55.0,39.0
129461,14.0,99.0,50.0,26.0,17.0,12.0,1.0,97.0,122.0
129465,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129466,5.0,10.0,0.0,2.0,6.0,0.0,0.0,7.0,16.0
129468,1.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0
129469,7.0,21.0,8.0,5.0,10.0,0.0,0.0,17.0,34.0
129473,8.0,22.0,2.0,15.0,8.0,2.0,0.0,31.0,26.0
129474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129479,5.0,17.0,2.0,12.0,6.0,0.0,0.0,20.0,22.0
129482,1.0,4.0,0.0,3.0,2.0,0.0,0.0,5.0,5.0
129483,3.0,6.0,2.0,4.0,1.0,0.0,1.0,11.0,6.0
129485,1.0,12.0,12.0,2.0,4.0,0.0,0.0,7.0,24.0
129488,1.0,6.0,0.0,1.0,4.0,0.0,0.0,3.0,9.0
129490,4.0,19.0,0.0,5.0,3.0,0.0,0.0,23.0,8.0
129491,1.0,9.0,0.0,7.0,6.0,0.0,0.0,10.0,13.0
129494,1.0,5.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0
129495,6.0,25.0,2.0,8.0,3.0,0.0,0.0,19.0,25.0
129499,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129503,3.0,14.0,13.0,7.0,0.0,0.0,0.0,15.0,22.0
129507,26.0,58.0,11.0,33.0,12.0,3.0,2.0,90.0,55.0
129509,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
129512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129514,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129516,6.0,31.0,2.0,27.0,16.0,0.0,0.0,37.0,45.0
129520,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0
129522,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
129526,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
129527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129531,5.0,2.0,0.0,1.0,1.0,0.0,1.0,8.0,2.0
129533,1.0,24.0,14.0,3.0,12.0,0.0,0.0,11.0,43.0
129536,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129537,3.0,16.0,6.0,0.0,9.0,0.0,0.0,6.0,28.0
129539,3.0,33.0,30.0,0.0,9.0,0.0,0.0,14.0,61.0
129544,11.0,23.0,26.0,6.0,0.0,2.0,0.0,25.0,43.0
129546,1.0,2.0,0.0,1.0,0.0,9.0,0.0,12.0,1.0
129549,10.0,6.0,0.0,4.0,4.0,0.0,1.0,17.0,8.0
129554,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
129555,5.0,6.0,0.0,4.0,4.0,0.0,0.0,10.0,9.0
