enrollment_id,navigate,access,problem,page_close,video,discussion,wiki,server,browser,lastlog-firstlog,study days,early events,mid events,late events
103319,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,2,0,0,0
103322,11.0,69.0,5.0,22.0,24.0,13.0,0.0,78.0,66.0,26,6,32,0,52
103324,7.0,4.0,1.0,2.0,0.0,0.0,0.0,11.0,3.0,0,1,3,0,0
103326,2.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0,1,0,3,0
103331,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0,1,0,0,0
103334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103338,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103342,3.0,10.0,0.0,5.0,5.0,5.0,0.0,16.0,12.0,13,2,6,6,0
103348,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103350,5.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0,1,0,0,1
103353,4.0,2.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0,1,1,0,0
103355,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103359,2.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0,1,0,3,0
103360,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103363,3.0,3.0,0.0,2.0,1.0,12.0,1.0,19.0,3.0,0,1,0,3,0
103364,21.0,50.0,85.0,2.0,4.0,0.0,1.0,62.0,101.0,4,3,0,153,1
103367,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103371,13.0,4.0,0.0,0.0,0.0,17.0,0.0,34.0,0.0,0,1,0,0,2
103372,5.0,8.0,0.0,6.0,4.0,0.0,0.0,13.0,10.0,0,1,11,0,0
103376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103380,3.0,27.0,17.0,21.0,15.0,0.0,0.0,30.0,53.0,0,1,45,0,0
103383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103389,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103391,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103396,9.0,6.0,0.0,3.0,2.0,2.0,0.0,17.0,5.0,0,1,0,8,0
103399,4.0,12.0,0.0,8.0,3.0,0.0,0.0,14.0,13.0,9,2,7,6,0
103400,2.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0,1,4,0,0
103404,4.0,4.0,6.0,2.0,0.0,1.0,0.0,10.0,7.0,0,1,0,8,0
103406,2.0,3.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,0,1,4,0,0
103410,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0,1,0,0,1
103414,4.0,4.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,9,2,2,0,0
103417,10.0,9.0,0.0,2.0,1.0,1.0,1.0,21.0,3.0,6,2,0,4,4
103418,3.0,4.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,3,2,0,2,1
103419,2.0,4.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,0,1,0,4,0
103425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103426,5.0,33.0,4.0,12.0,6.0,0.0,0.0,38.0,22.0,14,3,23,11,0
103429,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103434,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103435,41.0,82.0,13.0,4.0,0.0,56.0,4.0,186.0,14.0,15,8,56,5,0
103438,4.0,10.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0,1,0,7,0
103443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103447,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103450,8.0,22.0,27.0,18.0,13.0,0.0,1.0,30.0,59.0,23,3,54,3,2
103451,1.0,6.0,0.0,5.0,2.0,0.0,0.0,7.0,7.0,0,1,0,7,0
103453,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0,1,0,2,0
103454,5.0,5.0,0.0,2.0,3.0,0.0,0.0,8.0,7.0,1,2,0,7,0
103455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103456,6.0,2.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,0,1,0,2,0
103457,48.0,112.0,164.0,47.0,8.0,11.0,2.0,159.0,233.0,21,8,130,17,121
103458,2.0,7.0,0.0,3.0,3.0,0.0,0.0,9.0,6.0,0,1,0,9,0
103459,6.0,12.0,0.0,2.0,1.0,0.0,0.0,18.0,3.0,6,3,1,9,0
103460,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103471,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103486,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103488,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0,1,0,1,0
103491,6.0,14.0,0.0,10.0,3.0,0.0,0.0,20.0,13.0,13,2,2,11,0
103492,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,0,0,0
103494,5.0,5.0,0.0,2.0,1.0,0.0,1.0,11.0,3.0,0,1,0,0,4
103495,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1,0,2,0
103497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103507,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103512,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103513,2.0,5.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,0,1,5,0,0
103514,5.0,13.0,0.0,10.0,6.0,4.0,0.0,22.0,16.0,0,1,17,0,0
103518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103522,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103534,7.0,5.0,0.0,2.0,1.0,1.0,1.0,14.0,3.0,0,1,0,4,0
103538,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103545,6.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0,1,0,2,0
103547,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103557,3.0,5.0,0.0,5.0,3.0,0.0,1.0,9.0,8.0,0,1,0,8,0
103558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103563,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0,1,0,2,0
103565,1.0,13.0,0.0,6.0,8.0,0.0,0.0,9.0,19.0,0,1,0,20,0
103566,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0,1,0,1,0
103571,7.0,5.0,0.0,2.0,2.0,1.0,1.0,14.0,4.0,0,1,5,0,0
103574,1.0,2.0,0.0,1.0,0.0,2.0,0.0,5.0,1.0,0,1,1,0,0
103577,2.0,12.0,0.0,3.0,5.0,0.0,0.0,7.0,15.0,0,1,0,14,0
103578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103584,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0,1,0,0,0
103589,2.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0,1,0,3,0
103591,2.0,9.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,7,2,0,6,1
103595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103596,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103605,2.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0,1,3,0,0
103609,2.0,4.0,0.0,1.0,2.0,0.0,0.0,5.0,4.0,0,1,4,0,0
103611,11.0,14.0,0.0,5.0,6.0,0.0,6.0,26.0,16.0,20,3,13,0,3
103616,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14,2,0,2,0
103623,3.0,11.0,0.0,5.0,2.0,0.0,0.0,14.0,7.0,7,2,12,0,0
103624,3.0,25.0,0.0,11.0,6.0,0.0,0.0,28.0,17.0,5,2,29,0,0
103633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103636,3.0,4.0,5.0,2.0,1.0,0.0,0.0,7.0,8.0,0,1,0,9,0
103637,6.0,3.0,0.0,3.0,3.0,3.0,0.0,12.0,6.0,0,1,6,0,0
103643,3.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0,1,0,2,0
103645,5.0,34.0,96.0,0.0,11.0,0.0,0.0,34.0,112.0,2,3,126,0,0
103648,6.0,3.0,0.0,1.0,2.0,0.0,0.0,8.0,4.0,0,1,0,3,0
103651,6.0,19.0,30.0,3.0,1.0,0.0,0.0,28.0,31.0,0,2,0,48,0
103653,36.0,110.0,78.0,42.0,25.0,9.0,3.0,115.0,188.0,14,2,148,45,0
103654,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103657,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103661,8.0,63.0,31.0,28.0,12.0,40.0,0.0,104.0,78.0,23,5,76,2,22
103663,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103664,1.0,5.0,0.0,1.0,3.0,0.0,0.0,3.0,7.0,0,1,0,0,5
103666,5.0,18.0,10.0,14.0,11.0,0.0,0.0,23.0,35.0,0,2,0,36,0
103667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103668,4.0,30.0,10.0,2.0,2.0,1.0,0.0,29.0,20.0,21,3,33,1,3
103671,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,0,0,1
103679,3.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0,1,0,6,0
103684,1.0,8.0,4.0,7.0,2.0,0.0,0.0,10.0,12.0,0,1,0,13,0
103689,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,1,0,2,0
103690,3.0,16.0,86.0,11.0,9.0,0.0,0.0,29.0,96.0,0,1,0,110,0
103692,3.0,4.0,0.0,1.0,1.0,0.0,0.0,7.0,2.0,0,1,0,4,0
103693,10.0,17.0,10.0,13.0,8.0,55.0,35.0,118.0,30.0,2,4,26,0,0
103694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103702,1.0,7.0,0.0,1.0,4.0,0.0,0.0,3.0,10.0,0,1,0,7,0
103713,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,0,1,0
103714,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,1,0,0
103719,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103730,2.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,0,1,0,2,0
103731,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5,2,0,0,0
103741,4.0,5.0,0.0,3.0,4.0,0.0,0.0,8.0,8.0,0,1,0,0,7
103742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103743,2.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0,1,3,0,0
103746,5.0,53.0,41.0,32.0,22.0,12.0,0.0,57.0,108.0,12,5,0,26,88
103748,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103779,2.0,5.0,0.0,4.0,4.0,0.0,0.0,7.0,8.0,0,1,0,8,0
103782,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103783,2.0,5.0,0.0,3.0,0.0,0.0,0.0,7.0,3.0,0,1,3,0,0
103785,16.0,46.0,24.0,12.0,14.0,3.0,1.0,44.0,72.0,28,4,52,12,6
103790,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103791,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103792,5.0,12.0,0.0,3.0,0.0,0.0,0.0,17.0,3.0,14,2,0,6,2
103794,2.0,19.0,0.0,12.0,8.0,0.0,0.0,17.0,24.0,0,1,0,24,0
103803,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103809,5.0,2.0,0.0,1.0,1.0,1.0,0.0,8.0,2.0,0,1,0,2,0
103810,17.0,35.0,2.0,2.0,0.0,19.0,1.0,72.0,4.0,7,6,30,0,0
103811,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103816,4.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,2.0,0,1,2,0,0
103819,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103826,3.0,28.0,11.0,6.0,4.0,0.0,0.0,22.0,30.0,0,1,0,39,0
103836,6.0,25.0,0.0,4.0,3.0,0.0,0.0,31.0,7.0,11,4,13,10,0
103837,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1,0,2,0
103838,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103841,3.0,10.0,0.0,4.0,6.0,0.0,0.0,9.0,14.0,0,1,0,11,0
103844,3.0,12.0,0.0,9.0,6.0,0.0,0.0,15.0,15.0,0,1,0,16,0
103845,4.0,7.0,0.0,1.0,1.0,0.0,0.0,11.0,2.0,1,2,5,0,0
103851,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1,2,0,0
103858,5.0,11.0,4.0,1.0,0.0,0.0,2.0,19.0,4.0,0,1,0,12,0
103864,17.0,5.0,0.0,1.0,0.0,1.0,1.0,24.0,1.0,0,1,0,0,4
103865,3.0,4.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0,1,0,2,0
103866,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,18,2,0,0,0
103872,2.0,6.0,0.0,5.0,4.0,0.0,0.0,8.0,9.0,0,1,0,9,0
103874,9.0,16.0,20.0,1.0,1.0,0.0,1.0,31.0,17.0,0,1,0,35,0
103877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103882,3.0,6.0,5.0,2.0,3.0,0.0,0.0,10.0,9.0,12,2,0,0,13
103884,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103885,2.0,4.0,0.0,2.0,2.0,0.0,0.0,6.0,4.0,0,1,5,0,0
103887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103891,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103893,5.0,5.0,0.0,3.0,2.0,0.0,0.0,10.0,5.0,5,2,0,4,1
103894,5.0,8.0,0.0,6.0,5.0,0.0,1.0,14.0,11.0,0,1,0,11,0
103896,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103899,1.0,5.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,0,1,7,0,0
103914,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103917,5.0,4.0,0.0,3.0,2.0,0.0,0.0,9.0,5.0,7,2,0,2,3
103918,6.0,2.0,0.0,1.0,1.0,3.0,1.0,12.0,2.0,0,1,3,0,0
103930,20.0,73.0,31.0,14.0,5.0,48.0,0.0,124.0,67.0,26,13,45,20,30
103933,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0,1,0,2,0
103934,7.0,33.0,30.0,9.0,16.0,1.0,0.0,20.0,76.0,1,2,0,0,69
103938,10.0,19.0,0.0,10.0,8.0,2.0,1.0,27.0,23.0,21,2,16,0,5
103939,8.0,19.0,2.0,8.0,4.0,0.0,0.0,27.0,14.0,0,1,19,0,0
103941,1.0,7.0,2.0,5.0,4.0,0.0,0.0,7.0,12.0,0,1,0,12,0
103944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103952,7.0,33.0,0.0,13.0,14.0,5.0,0.0,34.0,38.0,2,4,0,0,38
103953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103957,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103962,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103968,3.0,8.0,0.0,4.0,2.0,18.0,0.0,29.0,6.0,13,2,3,5,0
103970,1.0,11.0,8.0,1.0,0.0,0.0,0.0,14.0,7.0,0,1,14,0,0
103971,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,0,1,0
103974,3.0,16.0,1.0,10.0,6.0,0.0,0.0,19.0,17.0,1,2,18,0,0
103978,7.0,10.0,0.0,3.0,1.0,0.0,1.0,18.0,4.0,1,2,7,0,0
103979,5.0,6.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,0,1,6,0,0
103980,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103982,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,0,0,0
103986,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103988,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103990,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
103993,6.0,13.0,2.0,11.0,9.0,1.0,2.0,22.0,22.0,0,1,20,0,0
103997,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
103999,9.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0,1,0,6,0
104001,3.0,6.0,0.0,1.0,1.0,0.0,0.0,9.0,2.0,0,1,0,6,0
104003,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,2,0,0,0
104012,3.0,6.0,0.0,2.0,1.0,0.0,0.0,9.0,3.0,13,2,1,0,4
104014,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,2,0,0,0
104015,9.0,25.0,12.0,8.0,11.0,0.0,0.0,22.0,43.0,2,3,36,0,0
104016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104017,5.0,2.0,0.0,1.0,1.0,0.0,1.0,8.0,2.0,0,1,0,2,0
104018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104020,4.0,4.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,0,1,0,0,4
104021,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,0,1,0
104023,1.0,4.0,4.0,3.0,2.0,0.0,0.0,6.0,8.0,0,1,0,9,0
104025,3.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,1,0,1,0
104026,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0,1,0,2,0
104031,9.0,27.0,16.0,2.0,6.0,3.0,1.0,31.0,33.0,5,3,0,42,0
104034,2.0,3.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,0,1,0,4,0
104035,2.0,4.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0,1,0,3,0
104036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104042,23.0,35.0,7.0,25.0,0.0,3.0,42.0,102.0,33.0,3,4,0,34,0
104045,3.0,13.0,0.0,3.0,0.0,0.0,0.0,16.0,3.0,0,1,0,9,0
104048,8.0,22.0,4.0,5.0,1.0,0.0,0.0,30.0,10.0,16,3,18,4,0
104049,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0,1,0,0,0
104050,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
104053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104054,2.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0,1,0,0,3
104055,7.0,52.0,0.0,1.0,1.0,0.0,0.0,54.0,7.0,8,4,40,8,0
104058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104059,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10,2,0,0,0
104065,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0,1,0,2,0
104068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104073,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0,1,0,2,0
104075,11.0,30.0,0.0,2.0,0.0,1.0,2.0,43.0,3.0,9,4,0,23,2
104085,2.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,2.0,0,1,0,3,0
104086,4.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,1,1,0,0
104087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104088,4.0,11.0,0.0,5.0,6.0,5.0,0.0,16.0,15.0,0,2,0,12,0
104091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104092,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
104093,4.0,9.0,0.0,5.0,5.0,0.0,0.0,12.0,11.0,0,1,0,11,0
104097,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
104099,9.0,22.0,5.0,16.0,10.0,5.0,1.0,35.0,33.0,0,1,30,0,0
104100,5.0,26.0,21.0,3.0,3.0,5.0,2.0,41.0,24.0,25,4,36,4,9
104101,34.0,11.0,0.0,9.0,8.0,31.0,4.0,79.0,18.0,3,4,19,0,0
104104,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0,1,1,0,0
104108,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0,1,0,0,0
104117,2.0,4.0,0.0,3.0,2.0,0.0,0.0,6.0,5.0,0,1,0,5,0
104120,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104132,8.0,16.0,8.0,1.0,0.0,22.0,1.0,49.0,7.0,4,2,8,7,0
104134,2.0,5.0,0.0,3.0,2.0,0.0,0.0,6.0,6.0,0,1,6,0,0
104135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104144,2.0,4.0,0.0,3.0,3.0,0.0,0.0,6.0,6.0,0,1,0,6,0
104146,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0,1,2,0,0
104148,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11,2,0,0,0
104150,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104151,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0
104152,5.0,28.0,22.0,14.0,13.0,0.0,0.0,28.0,54.0,17,4,33,28,0
104153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104154,2.0,21.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0,1,19,0,0
104157,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104161,2.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0,1,2,0,0
104162,7.0,5.0,0.0,0.0,0.0,8.0,1.0,21.0,0.0,0,1,0,4,0
104168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104170,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104177,10.0,14.0,0.0,5.0,2.0,1.0,1.0,26.0,7.0,2,2,3,9,0
104178,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,1,0,2,0
104180,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104181,15.0,24.0,5.0,16.0,10.0,0.0,0.0,40.0,30.0,9,4,25,3,0
104182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0
104184,1.0,13.0,1.0,5.0,3.0,0.0,0.0,14.0,9.0,0,1,0,16,0
